Sentence,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
"His wife, Jill Biden, was actually heading the cabinet meeting and I don't know if Biden wasn't really there. I don't think he was.",Kamala Harris,Michigan,-1,0,-1
"Nobody elected Jill Biden, but she's running the show.",Kamala Harris,Michigan,-1,0,-1
"This is how bad it is, though, for Kamala Harris in Michigan with Muslims.",Kamala Harris,Michigan,-1,-1,-1
She's not in first place.,Kamala Harris,Michigan,-1,0,-1
She's not in second place.,Kamala Harris,Michigan,-1,0,-1
She is in third place with Muslims in Michigan.,Kamala Harris,Michigan,-1,0,-1
"This is not good, this is definitely not good news for Kamala Harris.",Kamala Harris,Michigan,-1,-1,-1
"And really, guys, it's really because of somebody's polls right here like Maris and Quinnipiac saying that Harris is up plus five.",Kamala Harris,Michigan,1,1,1
I don't believe she's going to win Michigan with that.,Kamala Harris,Michigan,-1,1,-1
Kamala Harris is not reaching Biden numbers.,Kamala Harris,Michigan,-1,-1,-1
"It was 2.8, 2.8, and if you actually look at this, yeah, Michigan not looking very good for Kamala Harris.",Kamala Harris,Michigan,-1,0,-1
"I mean, Kamala Harris has done is she actually loses Michigan because there's no doubt about it.",Kamala Harris,Michigan,-1,-1,-1
"Voting's already started, i've already debated twice, i won twice, kamala Harris, she knows she's losing. She knows that, forget what the polls say, man.",Kamala Harris,Michigan,-1,1,-1
We always hear about Harris having to defend her blue wall and of course Michigan is a major part of that.,Kamala Harris,Michigan,0,0,0
She doesn't have the record to run on. I think that's been hurting her.,Kamala Harris,Michigan,-1,-1,-1
"And Selena, first and foremost, we saw Harris there as she has on stage today with Liz Cheney lean into this idea and this messaging to disaffected Republican voters to try to bring them into the Democratic fold and try to run up the numbers with that demographic specifically in some of those key swing states like Michigan, where she has been, like Wisconsin, where she's going.",Kamala Harris,Michigan,0,1,0
"But today she's saying to those voters that even if they are anti-abortion rights, they should still vote for Vice President Harris because those abortion bans have gone too far.",Kamala Harris,Michigan,1,0,1
"But overall, the Harris campaign views all of the polling as pretty much the same since the start, which is that this is an extremely tight race.",Kamala Harris,Michigan,0,1,0
"Following the president's announcement, much of Michigan's top Democratic leaders are also putting their support behind Vice President Harris for that nomination.",Kamala Harris,Michigan,1,1,1
"Following President Joe Biden's exit from the presidential race, Vice President Kamala Harris quickly racking up endorsements from a number of top Michigan Democrats. And she was part of that ticket.",Kamala Harris,Michigan,1,1,1
"If anything, and some of the issues, especially regarding the automobile industry, she's further left than where Joe Biden was.",Kamala Harris,Michigan,-1,0,-1
I think she will be a strong candidate.,Kamala Harris,Michigan,1,1,1
I think she'll be a great president of the United States.,Kamala Harris,Michigan,1,1,1
"Congresswoman Debbie Dingell, a close ally of Biden during his race, acknowledged her personal choice is not necessarily set just yet.",Kamala Harris,Michigan,0,0,0
"I'm not going anywhere, so what should Harris be looking forward to win Michigan: quite frankly, I want to see someone who cares about the Heartland, who understands the battleground state, who's going to work hard to bring people together, who's going to care about our economy fighting for working men and women.",Kamala Harris,Michigan,0,1,0
Maybe this isn't all roses and ginger snaps for Kamala Harris.,Kamala Harris,Michigan,-1,0,-1
"Yes, Kamala Harris is leading in Michigan, but by a fraction of a point.",Kamala Harris,Michigan,1,1,1
"Well, the Harris campaign quickly turning the former president's remarks into campaign ads.",Kamala Harris,Michigan,-1,1,-1
Everyone is well aware of the former president's comments and the response is coming from the Harris campaign.,Kamala Harris,Michigan,0,1,0
"And so even if we're the only ones and our people understand that that might be the case, the only movement, the only organization that abandons Harris, we will do it regardless of consequence.",Kamala Harris,Michigan,-1,-1,-1
And obviously there was some overlap between the uncommitted movement and what was initially the abandoned Biden movement that's now the abandoned Harris movement.,Kamala Harris,Michigan,-1,-1,-1
"So can you explain to our audience what is the difference between the uncommitted movement and then the idea of abandoned Harris: so the critical difference that I would say between both is that we believe our leverage comes from punishing, ensuring the defeat of those who have violated the civil rights of innocent people.",Kamala Harris,Michigan,-1,-1,-1
"People from all backgrounds, African American, Latino, Gen Z, people from all ages, religions, Hindu, Christian, Jewish, Muslim are part of the abandoned Biden and now abandoned Harris movement.",Kamala Harris,Michigan,-1,-1,-1
Harris is going to continue the same exact policies under Biden.,Kamala Harris,Michigan,-1,0,-1
They all want the Biden-Harris administration to get much tougher with Israel and try harder to stop the civilian deaths.,Kamala Harris,Michigan,-1,-1,-1
Online ads try to emphasize Kamala Harris' understanding of the civilian cost of this conflict. But Muslim and Arab voters in Michigan want her to lay out a Middle East strategy that differs from Joe Biden's.,Kamala Harris,Michigan,-1,-1,-1
Backing his call for cease fires in Gaza and Lebanon is not enough for her to win back some crucial Michigan voters.,Kamala Harris,Michigan,-1,1,-1
"Which gives you the most optimism for the next four years for your business: i really support Kamala Harris and the $50,000 that she's proposing to give to startups.",Kamala Harris,Michigan,1,1,1
"Number one, what's really driving my vote is Kamala wants to unite us and we do better united than divided.",Kamala Harris,Michigan,1,1,1
Harris leads by 4 points.,Kamala Harris,Michigan,1,0,1
Harris has an 8-point advantage here.,Kamala Harris,Michigan,1,1,1
"Michigan, meanwhile, shows some strength for Harris, especially in the Bulfine's polls, with both states remaining competitive.",Kamala Harris,Michigan,1,1,1
"Amongst registered voters, the numbers are a bit less beneficial for Kamala Harris, but amongst likely voters, her lead expands.",Kamala Harris,Michigan,0,1,1
And so at large here Kamala Harris holds roughly a one point advantage amongst key state likely voters.,Kamala Harris,Michigan,1,1,1
What they're finding here is that Kamala Harris is up by four.,Kamala Harris,Michigan,1,0,1
"In Michigan, they're finding that Kamala Harris leads by roughly two points.",Kamala Harris,Michigan,1,0,1
"Because I do think what we have found between Georgia and Michigan is that should Michigan start to revert away from Kamala Harris, like we've been seeing over the past week and Georgia starts to inch closer to her, it's a possibility that, especially maybe not this cycle, but in future cycles, because Michigan is becoming a state that has a higher concentration of non-college-educated white voters that tend to be the strongest base for the Republican Party in comparison to states like Georgia, where you're starting to see an increase of white college-educated voters and voters of color across the state.",Kamala Harris,Michigan,-1,1,-1
"As of right now, Kamala Harris holds a narrow advantage, but ultimately still a close race.",Kamala Harris,Michigan,0,1,0
"Beyond that, though, Georgia, Wisconsin, Michigan and Pennsylvania, that's enough for Kamala Harris to win the election.",Kamala Harris,Michigan,1,1,1
"But it's definitely pleasant news for the Kamala Harris campaign where they previously were thinking, no data points between now and the election.",Kamala Harris,Michigan,1,1,1
"And Kamala Harris, unsurprisingly, is maintaining that average in Wisconsin, Michigan and Pennsylvania.",Kamala Harris,Michigan,1,0,1
"In so far as it's not usually close, Harris leads by 51 to 43 and critically in Michigan.",Kamala Harris,Michigan,1,0,1
There's also an ABC News Ipsos poll showing Harris's favorability overall at 43.,Kamala Harris,Michigan,1,0,0
"They're mostly not with Kamala, because of what Biden has been doing and having been supporting that.",Kamala Harris,Michigan,-1,1,-1
This has been consistent where Vice President Harris has had a lead on values and that's starting to expand a little bit.,Kamala Harris,Michigan,1,1,1
47 percent of the group said they trust Vice President Kamala Harris more and that's not it.,Kamala Harris,Michigan,1,1,1
