Sentences,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
"Now, Harris chose Tim Walz for VP.",Kamala Harris,Arizona,1,0,0
"You say that you want politics to return to the middle, but is her vice presidential pick pulling her away from the middle: i don't think so.",Kamala Harris,Arizona,1,0,1
"She's since kind of walked back those comments, but she hasn't really sat for any major interviews.",Kamala Harris,Arizona,-1,0,-1
She takes a couple of questions from the press every now and then.,Kamala Harris,Arizona,0,0,0
"She's already said that if she's successful, she will endorse that plan and work to see it implemented.",Kamala Harris,Arizona,0,1,1
"So she does, has announced a good policy when it comes to border security issues and immigration reform.",Kamala Harris,Arizona,1,1,1
"No, seriously, she thinks we're dumb.",Kamala Harris,Arizona,-1,-1,-1
Kamala said she won't take your guns.,Kamala Harris,Arizona,-1,0,0
"But Kamala also alleges she will protect your free speech rights, which is not only laughable, given the Biden-Harris administration actively worked and is still working to curtail those rights.",Kamala Harris,Arizona,1,1,1
"I would certainly hope so, it's so funny because Kamala was caught on a hot mic.",Kamala Harris,Arizona,-1,-1,-1
"But when she was with Big Gretsch and they were talking about how they're losing with men, they conveniently didn't notice that there were microphones all around.",Kamala Harris,Arizona,1,-1,-1
So I think people are waking up more so than what it has to do with Kamala Harris independently.,Kamala Harris,Arizona,1,0,0
"I mean, she comes across very disingenuous.",Kamala Harris,Arizona,-1,0,-1
She's not a genuine person.,Kamala Harris,Arizona,-1,-1,-1
And it's very questionable what her ethnicity really is.,Kamala Harris,Arizona,0,-1,-1
We don't know how black she really supposed to be.,Kamala Harris,Arizona,-1,0,-1
"So she whipped that one out, we would actually believe it.",Kamala Harris,Arizona,-1,0,-1
And the more that Kamala goes on television and she just word salad her way through it.,Kamala Harris,Arizona,-1,-1,-1
She don't answer questions.,Kamala Harris,Arizona,-1,0,-1
She telling she is a new way forward.,Kamala Harris,Arizona,-1,0,0
Joe Rogan thing too because it came out today the podcast put out that Kamala said she would do the Joe Rogan podcast.,Kamala Harris,Arizona,0,0,0
But on her terms they want them to come to her and it can only be an hour.,Kamala Harris,Arizona,0,0,0
I want to see what she has to say.,Kamala Harris,Arizona,1,1,1
I thought she was like confident.,Kamala Harris,Arizona,1,1,1
I thought she was confident enough to run the country.,Kamala Harris,Arizona,1,1,1
She's not even confident enough to do a podcast.,Kamala Harris,Arizona,-1,-1,-1
And Kamala Harris hasn't done a good job at that.,Kamala Harris,Arizona,-1,-1,-1
She's seeing a timid.,Kamala Harris,Arizona,-1,-1,-1
"She's not confident, she's looking down every time she interviews.",Kamala Harris,Arizona,-1,-1,-1
And I think it's going to hurt her more than what the polls are showing.,Kamala Harris,Arizona,-1,-1,-1
"My mama, and she don't represent mama vibes.",Kamala Harris,Arizona,-1,0,-1
She don't represent grandma vibes.,Kamala Harris,Arizona,-1,0,-1
"This woman is illegitimate, and I think this time there's a lot of other women which I'm glad they didn't use them.",Kamala Harris,Arizona,-1,-1,-1
"And be very confident, Kamala Harris has none of these qualities.",Kamala Harris,Arizona,-1,-1,-1
"None at all, and I think it's going to hurt her.",Kamala Harris,Arizona,1,-1,-1
Can you just imagine her representing our country: she's trying to eke out right now.,Kamala Harris,Arizona,-1,0,-1
Like it's just she's so uncomfortable.,Kamala Harris,Arizona,-1,-1,-1
"Like, what is the world going to look like if this woman is our president: not because she's a woman, but because she's Kamala.",Kamala Harris,Arizona,1,1,1
"Kamala Harris and her minions are saying, you're wrong not to pick her a woman because she's black.",Kamala Harris,Arizona,1,-1,-1
"Wait a minute, she married a white man. So she don't even support black men.",Kamala Harris,Arizona,-1,0,-1
"And then out of all the running mates, she could have picked. She picked a corny white man.",Kamala Harris,Arizona,-1,-1,-1
She didn't pick a black man.,Kamala Harris,Arizona,-1,0,-1
She didn't pick a black woman.,Kamala Harris,Arizona,-1,0,-1
She didn't marry a black man.,Kamala Harris,Arizona,-1,0,-1
She married a white man and picked a white running mate.,Kamala Harris,Arizona,-1,0,-1
"I think she'll get more of the black vote if she did say, I'm gonna pick a woman to be a vice president.",Kamala Harris,Arizona,1,0,0
"So I don't know if I look at Tim Walz, I'm like, yeah, she picked a white man from the Midwest.",Kamala Harris,Arizona,0,-1,-1
Joe had to pick Kamala because he had to pick a black woman.,Kamala Harris,Arizona,-1,0,0
The lib media fixtures have abandoned trying to polish the turd that is Kamala Harris.,Kamala Harris,Arizona,0,-1,-1
"I think by and large, Kamala Harris is a decent person.",Kamala Harris,Arizona,1,0,1
"I think she's going to protect the rule of law, follow our constitutional process.",Kamala Harris,Arizona,1,1,1
"If she loses the election, she's not going to claim it was rigged.",Kamala Harris,Arizona,1,0,1
"That means reconciling their personal faith with some of Harris's positions, like on abortion.",Kamala Harris,Arizona,0,1,1
"But for Amanda, abortion is one of the issues where she aligns with Harris most.",Kamala Harris,Arizona,1,0,1
Harris would enforce the law.,Kamala Harris,Arizona,1,1,1
"One of them said that he was on the fence until he said when Kamala did not go on the Joe Rogan podcast, that was what influenced his vote.",Kamala Harris,Arizona,-1,0,-1
"I'm Marissa Sarbak reporting from Glendale, Arizona, where Vice President Kamala Harris and her running mate Minnesota Governor Tim Walz hosted a rally here earlier tonight.",Kamala Harris,Arizona,1,0,0
Kamala is going to fight for our freedoms and not only just for our freedoms but for education.,Kamala Harris,Arizona,1,1,1
"And the only way forward, the only way forward is to elect Kamala Harris as our next president and Kim was as our next vice president and cast that vote now.",Kamala Harris,Arizona,1,0,1
"And we're going to have, and despite all of the damage that Kamala has inflicted on the state and, you know, don't forget, she's the vice president.",Kamala Harris,Arizona,1,-1,-1
"But Joe gave her the assignment. I'm not even sure what what is he doing. Although, although he's looked very good lately, he's looked because he's he's looked better than her, actually.",Kamala Harris,Arizona,-1,1,-1
"Now, I've always said I'm not a big fan of his, as you probably have heard, but he's superior to her.",Kamala Harris,Arizona,-1,-1,-1
He's more intelligent than she is.,Kamala Harris,Arizona,-1,1,-1
Not one thing she think of it.,Kamala Harris,Arizona,-1,0,-1
The people of this impoverished and often overlooked region could be the key to Kamala Harris' hopes of winning the presidency.,Kamala Harris,Arizona,1,1,1
So we voted for Kamala Harris.,Kamala Harris,Arizona,1,1,1
"We need Kamala, you know, and I'm all blue, you know, everything, my election, my vote.",Kamala Harris,Arizona,1,0,1
"His candidacy could drive turnout, boosting Harris.",Kamala Harris,Arizona,1,1,1
Harris has targeted Native voters with ads like this one and has 20 paid staffers organizing on tribal lands.,Kamala Harris,Arizona,0,1,1
"Last week, her running mate Tim Waltz held a rally on the Navajo Nation.",Kamala Harris,Arizona,0,0,0
She's also a member of the Democratic Party today campaigning for Harris and her husband Tim Walz.,Kamala Harris,Arizona,0,0,0
She held a one week out early vote event highlighting their campaigns push for reproductive rights.,Kamala Harris,Arizona,1,0,1
"I would say even before Vice President Harris took the top of the ticket, it was something that Joe Biden was really struggling with as well.",Kamala Harris,Arizona,1,0,0
Harris insisting she will make the economy stronger and unite the country.,Kamala Harris,Arizona,1,1,1
She has eradicated our sovereign border and she has unleashed an army of migrant gangs who are waging a campaign of violence and terror against our citizens.,Kamala Harris,Arizona,-1,-1,-1
We're going to defeat Kamala Harris.,Kamala Harris,Arizona,-1,-1,-1
605 now and Vice President Harris is set to make a return trip to our state today.,Kamala Harris,Arizona,1,0,0
It's kind of pushed those folks over to Harris.,Kamala Harris,Arizona,1,0,1
Harris now has a five-point lead with that group.,Kamala Harris,Arizona,1,0,1
But Kamala Harris had a bump going into her convention.,Kamala Harris,Arizona,1,0,1
And so Harris had kind of had this momentum leading into this kind of this honeymoon phase irregardless.,Kamala Harris,Arizona,1,1,1
"Meanwhile, Vice President Harris, she talks about the border security plans and passing that Senate bill.",Kamala Harris,Arizona,0,0,0
But she says that the border was secure for four years.,Kamala Harris,Arizona,1,0,0
So she's going to have to convince the American people that she is going to be tougher on the border when millions poured across it.,Kamala Harris,Arizona,0,1,0
