Sentences,Presidential_Candidate,State,Annotator_1,Annotator_2,Annotator_3,Final Annotation,Action
"Donald Trump, what he's doing at these rallies is he gets to this point where he gets like a minute and a half where he says, this is what I'm going to do.",Donald Trump,Michigan,0,1,0,0,Keep
"This is the most disciplined campaign his staff has run, but he remains undisciplined.",Donald Trump,Michigan,-1,-1,-1,-1,Keep
"As you mentioned, Trump is ahead by a couple points, 45 to 43.",Donald Trump,Michigan,1,0,1,1,Keep
I don't think his vote has really shifted a lot.,Donald Trump,Michigan,0,0,0,0,Keep
"But on the other side, men are supporting Donald Trump by double digits.",Donald Trump,Michigan,1,1,1,1,Keep
Trump is ahead by 20 points among men.,Donald Trump,Michigan,1,1,1,1,Keep
"It's also producing a ticket split, if I heard you correctly there, because Donald Trump is up two points.",Donald Trump,Michigan,1,1,1,1,Keep
"Same thing, Trump was ahead.",Donald Trump,Michigan,1,0,1,1,Keep
He's had the numbers have been pretty stable.,Donald Trump,Michigan,1,1,1,1,Keep
"And he's gone through, you know, tumult as well with, you know, the attempted assassination.",Donald Trump,Michigan,0,-1,0,0,Keep
"And while it hasn't changed, like I said, you know, Michigan Trump was maybe ahead three to five points a month ago and now he's ahead two.",Donald Trump,Michigan,-1,-1,-1,-1,Keep
"A key swing state, Michigan, has flipped in favor of Donald Trump, according to new electoral college projections.",Donald Trump,Michigan,1,1,1,1,Keep
"If the consequences is Trump presidency, so be it.",Donald Trump,Michigan,0,0,0,0,Keep
Trump is seizing that opportunity by actively courting a community he once pushed away.,Donald Trump,Michigan,1,1,1,1,Keep
Donald J. Trump is calling for a total and complete shutdown of Muslims entering the United States.,Donald Trump,Michigan,-1,-1,-1,-1,Keep
He's having some success.,Donald Trump,Michigan,1,1,1,1,Keep
The mayor of Michigan's Muslim-majority city of Hamtramck has endorsed him.,Donald Trump,Michigan,1,1,1,1,Keep
"Local activist Samra Lickman is so angry at the Democrats, she's strategically throwing her support behind Trump.",Donald Trump,Michigan,1,1,-1,1,Keep
"What's your gut check on who Michiganders are about to elect: you know, I think President Trump will ultimately prevail in Michigan.",Donald Trump,Michigan,1,1,0,1,Keep
"I've also seen other polling that has President Trump with the small lead, some that shows the vice president with a small lead.",Donald Trump,Michigan,0,0,0,0,Keep
"But I think if you add up altogether, we're in a dead heat here in Michigan, I would give the benefit of the doubt then to President Trump to close these final days.",Donald Trump,Michigan,1,-1,1,1,Keep
"Effectively, that's the win, assuming all else, but if Donald Trump were to win those three states, his path gets a lot easier because then all he has to do, for example, is win North Carolina, which he did, which he did last time.",Donald Trump,Michigan,1,1,1,1,Keep
The chance that Donald Trump wins the election if he wins in Michigan is north of 90%.,Donald Trump,Michigan,1,1,1,1,Keep
"Robert F. Kennedy, Jr. remains on the ballot, and his presence there may be putting some downward pressure on Trump's numbers there.",Donald Trump,Michigan,-1,-1,-1,-1,Keep
"Trump is up 12 with men, and then interestingly, this is Donald Trump's base, Dan, as you know, white, non-college educated voters.",Donald Trump,Michigan,1,1,1,1,Keep
"But Michigan has been pretty difficult, might I say, for Donald Trump to win and that does make a difference in how you see a pathway forward for the Republican party in this election.",Donald Trump,Michigan,0,1,0,0,Keep
"Donald Trump maintained a two point lead across the state, but pretty much consistently Donald Trump had the upper hand in the state of Michigan.",Donald Trump,Michigan,1,1,1,1,Keep
"But across the rest, Detroit Free Press says that Donald Trump leads by seven.",Donald Trump,Michigan,1,1,1,1,Keep
Trafalgar said Trump leads by two.,Donald Trump,Michigan,1,1,0,1,Keep
Emerson said Trump led by three.,Donald Trump,Michigan,1,0,1,1,Keep
"Right, the Times, M.R.G., Remington Research, all of them said Donald Trump took the advantage.",Donald Trump,Michigan,1,1,1,1,Keep
Some firms say Donald Trump leads.,Donald Trump,Michigan,1,0,1,1,Keep
"And when you take a look at the 538 forecast, which gives Donald Trump the upper hand on the presidential forecast, 53 to 46.",Donald Trump,Michigan,1,1,1,1,Keep
"Good advantage for Donald Trump nationally, but in Michigan, he does not have that advantage.",Donald Trump,Michigan,1,-1,-1,-1,Keep
"And so if it was to move anywhere that was not, it would make sense that it's well within the margin of error should Donald Trump win it.",Donald Trump,Michigan,0,0,0,0,Keep
"But chances are if he's winning Nevada, given the polling data around the state, given what we've been seeing, if Nevada goes, so does Michigan.",Donald Trump,Michigan,0,0,0,0,Keep
"I could see a circumstance in which Donald Trump wins the rest of the swing states, loses Michigan, I will say two.",Donald Trump,Michigan,-1,1,-1,-1,Keep
Do I think that Donald Trump could win it today: the answer is yes.,Donald Trump,Michigan,1,1,1,1,Keep
"And yeah, so it's not that surprising that Trump would be leading in a few polls in the state of Michigan.",Donald Trump,Michigan,1,1,1,1,Keep
"So yeah, yeah, this is concerning, yeah, Michigan is important, it is hard to imagine Michigan going to Trump in some sense, in the sense that, you know, I'm from Michigan.",Donald Trump,Michigan,-1,-1,1,-1,Keep
I know that Trump was disastrous for the state of Michigan.,Donald Trump,Michigan,-1,-1,-1,-1,Keep
He was a big outsourcer of jobs.,Donald Trump,Michigan,0,-1,0,0,Keep
"We lost 200,000 manufacturing jobs under Trump.",Donald Trump,Michigan,-1,-1,-1,-1,Keep
"But yeah, I mean, Donald Trump is incredibly ignorant when it comes to manufacturing.",Donald Trump,Michigan,-1,-1,-1,-1,Keep
"How will he figure it out: we won't tell you yet, but there was there wasn't a war before there is now vote for him and do not to go back over the last topic.",Donald Trump,Michigan,1,1,1,1,Keep
He thinks that the value of your work is essentially meaningless.,Donald Trump,Michigan,-1,-1,-1,-1,Keep
"Some Michigan voters have been hesitant with the Biden administration's response to the Israel-Hamas war, and Trump is honing in on that.",Donald Trump,Michigan,1,-1,1,1,Keep
"Trump visited Hamtramik, a Detroit suburb, and got an endorsement from their Yemen board mayor, Amer Ghalet.",Donald Trump,Michigan,1,1,1,1,Keep
"Here, Rogers pointed out the support Trump is getting from within Teamsters.",Donald Trump,Michigan,1,1,1,1,Keep
"Yeah, it's going to be really interesting to watch how that works, and Alex, we've seen both the Senate and the presidential candidates visiting off, and Donald Trump was in Detroit last week and actually had some negative things to say about Detroit.",Donald Trump,Michigan,-1,1,-1,-1,Keep
Trump wasn't the nicest to Detroit a couple weeks ago.,Donald Trump,Michigan,-1,-1,-1,-1,Keep
"Statements like that, not going to help out Trump.",Donald Trump,Michigan,-1,-1,-1,-1,Keep
"But, you know, Trump has his own strategies and they've worked for him before.",Donald Trump,Michigan,1,0,1,1,Keep
Some people don't support him because of things that he did during his presidency.,Donald Trump,Michigan,-1,-1,-1,-1,Keep
And I can share with you he has got a tremendous support from the Muslim community.,Donald Trump,Michigan,1,1,1,1,Keep
"When Donald Trump on January 6th mentioned Antrim County, it was horrifying.",Donald Trump,Michigan,-1,-1,-1,-1,Keep
The systemic voter fraud that Donald Trump talks about doesn't exist.,Donald Trump,Michigan,-1,-1,-1,-1,Keep
"On election night in 2020, in Detroit, hundreds of people believed the election was being stolen from Trump.",Donald Trump,Michigan,-1,1,-1,-1,Keep
Only 33 percent of Michiganders believe Donald Trump deserves to be returned to office.,Donald Trump,Michigan,0,-1,-1,-1,Keep
"Another 10 percent mention his mental state, Donald Trump's high unfavorability rating runs close to 50 percent.",Donald Trump,Michigan,-1,0,-1,-1,Keep
Donald Trump is going to get the number he gets.,Donald Trump,Michigan,1,1,1,1,Keep
"Well, Michigan is still too close to call technically as of taping, but it's all but certainly going to go into Donald Trump's victory column.",Donald Trump,Michigan,1,1,1,1,Keep
"But as election day creeped closer, it looked like Michigan was potentially going to be in play for the Trump campaign.",Donald Trump,Michigan,1,1,1,1,Keep
"Now, I was not so bullish that I thought he would potentially sweep the swing states, but certainly I thought Michigan and Wisconsin were on the table, and it looks like Michigan is probably going to break for Trump at this point.",Donald Trump,Michigan,1,1,1,1,Keep
You see Trump winning Latinos in Michigan by 25 points.,Donald Trump,Michigan,1,1,1,1,Keep
Trump increases vote share with these groups basically by 100%.,Donald Trump,Michigan,1,1,1,1,Keep
He gets chosen by people within the Vatican.,Donald Trump,Michigan,0,1,1,1,Keep
They're voting for him for president.,Donald Trump,Michigan,1,1,1,1,Keep
And the people there were super excited to see him.,Donald Trump,Michigan,1,1,1,1,Keep
"And when I've gone to past Trump rallies, it's all baby boomers, right: it's all older people.",Donald Trump,Michigan,0,0,0,0,Keep
There were a lot of women with the hot girls for Trump hats on.,Donald Trump,Michigan,1,1,0,1,Keep
"And so when I saw these these exit polls come out showing Trump winning the youth vote in Michigan, I wasn't totally surprised.",Donald Trump,Michigan,1,1,1,1,Keep
And we see Dearborn actually breaking for Donald Trump.,Donald Trump,Michigan,1,1,0,1,Keep
He had the Arab American mayor of Hamtramck endorse him at his rally the other night.,Donald Trump,Michigan,1,1,1,1,Keep
"Now, on top of this as well, we all know Trump is endorsing people that are going to continue to push his big lie and continue to say the things we've stolen from him and hopefully replace people like the Secretary of State in Michigan that can certify the reality of these elections.",Donald Trump,Michigan,-1,-1,-1,-1,Keep
"Yeah, so if you want to be endorsed by Donald Trump, just declare you're a public lunatic and she'll be like, great, and say I will lie for you no matter what, whatever heinous plot you're concocting and I hate democracy.",Donald Trump,Michigan,-1,-1,-1,-1,Keep
"But why did they get the idea that of all people kill, murder, execute their own vice president: because Trump kept saying, Mike Pence could make all the difference and he's choosing not to.",Donald Trump,Michigan,-1,-1,-1,-1,Keep
"They had the zip ties, they were all ready and they chanted, hang my pants, hang my pants, and Trump, to this day, says they were patriots.",Donald Trump,Michigan,1,-1,-1,-1,Keep
"What does that tell us about who he's trying to motivate: yeah, he's trying to get the the core Republican base of Oakland County that to get them out and get them to vote early.",Donald Trump,Michigan,0,1,0,0,Keep
"I mean he went into Flint, Vehicle City, the birthplace of General Motors and made this message about a month ago.",Donald Trump,Michigan,0,0,0,0,Keep
He's continued to talk about it and really rail against electric vehicles and come what he is trying to basically counter and say hey look we want to compete with China.,Donald Trump,Michigan,0,1,0,0,Keep
And just yesterday the mayor of Dearborn came out and said he can't vote for either one of them.,Donald Trump,Michigan,-1,0,-1,-1,Keep
We know where Donald Trump stands and we know he's been horrible on Palestine.,Donald Trump,Michigan,-1,-1,-1,-1,Keep
