Sentence,Candidate,State,Vote 1,Vote 2,Final Sentiment
"Now, trump then talks about how he's been accused of throwing hamburgers on the wall.",Donald Trump,Pennsylvania,0,-1,0
"It's all there publicly, but Donald Trump's gonna, Donald Trump, meaning he's just gonna go out there and lie.",Donald Trump,Pennsylvania,-1,0,-1
And then Donald Trump shortly thereafter calls Pennsylvania a state instead of a commonwealth.,Donald Trump,Pennsylvania,-1,0,-1
He would call it a state often.,Donald Trump,Pennsylvania,0,0,0
And Alina Habba was the person who spoke before Donald Trump.,Donald Trump,Pennsylvania,0,0,0
And this is par for the course for Alina Habba and Trump surrogates.,Donald Trump,Pennsylvania,-1,0,-1
And this is the first time that I've ever seen a Trump surrogates.,Donald Trump,Pennsylvania,0,0,0
"And Donald Trump, if you look at the Venn diagram, is both a rapist and a fraudster.",Donald Trump,Pennsylvania,-1,-1,-1
"He also has a Fulton County mugshot, ""'his own sneaker line and three baby mamas. ""'",Donald Trump,Pennsylvania,-1,0,0
"Go and vote, former President Donald Trump at the Greater Philadelphia Expo Center in Oaks last night for a town hall, he took questions from the crowd for about 90 minutes with South Carolina's Senator Kristi Noem serving as moderator.",Donald Trump,Pennsylvania,0,1,0
The Trump campaign estimated 5 to 6000 people were here for this event.,Donald Trump,Pennsylvania,0,0,0
Trump stopped taking questions during those times requesting Ave Maria be played the first time an instrumental version came on.,Donald Trump,Pennsylvania,0,1,0
"She rallied voters in Erie, telling the crowd the region is one of the most influential in presidential elections with the vote in Erie County, often predicting the national result.",Kamala Harris,Pennsylvania,0,1,0
Harris also touched on some hot topics of this year's race like abortion.,Kamala Harris,Pennsylvania,0,1,0
Harris will return to the Keystone state tomorrow for a campaign event in Philadelphia.,Kamala Harris,Pennsylvania,0,0,0
I know Kamala Harris can be that president for the entire nation and certainly for the good people of Pennsylvania.,Kamala Harris,Pennsylvania,1,1,1
There's polling that showed today Kamala Harris up by a point.,Kamala Harris,Pennsylvania,0,0,0
"I mean, right before they went to the DNC in Chicago, they weren't in Philly or Pittsburgh.",Kamala Harris,Pennsylvania,0,0,0
"And I love Philly and Pittsburgh, but they went to rural Beaver County.",Kamala Harris,Pennsylvania,0,1,1
I want to just get your reaction to something that Donald Trump says a lot about Jewish Americans.,Donald Trump,Pennsylvania,-1,0,-1
He warns that Israel will no longer exist if Vice President Kamala Harris becomes president.,Kamala Harris,Pennsylvania,-1,-1,-1
"I have been the recipient of many attacks from Donald Trump, including anti-Semitic attacks from Donald Trump over the years, as have the people of Pennsylvania and the American people.",Donald Trump,Pennsylvania,-1,-1,-1
Donald Trump is someone who peddles bigotry and hatred.,Donald Trump,Pennsylvania,-1,-1,-1
Donald Trump sort of fails that test that parents set for their kids.,Donald Trump,Pennsylvania,-1,-1,-1
And one of the things you had to do was go into court and basically preserve the kind of integrity of the state's election system underneath the sort of fuselage of lawsuits from the Trump campaign and others.,Donald Trump,Pennsylvania,0,1,0
"Anyone who doesn't have a big race of their own and is a boldface name of the following, whether it is Bernie Sanders, whether it's Alexandria Ocasio-Cortez, they're all hitting the campaign trail right now on behalf of Kamala Harris.",Kamala Harris,Pennsylvania,0,1,0
"What we saw was a small Harris lead, but within the margin of error becoming a race that is way, way, way too close to call at this particular point.",Kamala Harris,Pennsylvania,0,-1,0
"This is with the betting favorites, but with Kamala Harris taking the great Commonwealth of Pennsylvania over here, what do we see: we see that Kamala Harris wins in this particular case.",Kamala Harris,Pennsylvania,1,1,1
"Now, if it is in fact the tipping point state, is there any elected official in Pennsylvania who may have been on a ticket that might have made a difference, well, this was the great question when Kamala Harris was making her VP selection, who should she select: and of course, folks like myself thought that she should take Josh Shapiro, of course as the governor of the great Commonwealth of Pennsylvania.",Kamala Harris,Pennsylvania,0,1,0
"If you look at the totality of the recent polling, the CBS poll yesterday, the Say 24, Ugov project, and the CNN polls last week, I think you look at them all together, they suggest that Harris is opening kind of sort of a little bit of space in Michigan and Wisconsin, which means, as you've been discussing, if she can add Pennsylvania, she gets to exactly 270.",Kamala Harris,Pennsylvania,0,0,0
Voters continue to say that they want to know more about Kamala Harris's policy positions.,Kamala Harris,Pennsylvania,0,1,0
"The Harris campaign has added an issues tab on the campaign website, but I wonder what you think about this perception from voters.",Kamala Harris,Pennsylvania,0,0,0
"Well, first of all, I think we basically know what a Kamala Harris presidency would focus on because there is kind of a communal bottom-up agenda from the Democratic Party really at all levels.",Kamala Harris,Pennsylvania,0,1,0
And there's also been some analysis on the swing states that are the most ethnically diverse are the ones more likely to favor Trump.,Donald Trump,Pennsylvania,0,1,0
"I would still be pretty surprised if New York city or New York state goes for Trump, but he is making big inroads.",Donald Trump,Pennsylvania,0,1,0
Donald Trump will be the next president.,Donald Trump,Pennsylvania,1,0,0
"And if you look, Trump is close in Michigan and it's close in Pennsylvania, but he's farther ahead in other swing states.",Donald Trump,Pennsylvania,0,0,0
"He's ahead comfortably there, so a lot can happen and a lot can be wrong with polls.",Donald Trump,Pennsylvania,0,-1,0
"I mean, it's on fire during the Biden administration, but Trump says he'll fix Ukraine.",Donald Trump,Pennsylvania,0,-1,0
And he has the benefit of being a challenger where you don't actually have to go into intricate detail.,Donald Trump,Pennsylvania,0,1,1
"Trump gave, I think, the benefit of the doubt to China.",Donald Trump,Pennsylvania,0,1,0
So I think you'd see a second Trump term without as much chaos and without as much groping for what America first policy really means.,Donald Trump,Pennsylvania,0,1,0
"And Trump does want to negotiate with Russia, which for some reason is controversial here.",Donald Trump,Pennsylvania,0,-1,0
"She's been hitting the ground hard, especially focusing on black men voters.",Kamala Harris,Pennsylvania,0,-1,0
"Harris has been outlining her opportunity agenda, which includes key issues like abortion rights.",Kamala Harris,Pennsylvania,0,1,0
"But Trump is not backing down, he's been holding a town hall near Philadelphia, rallying his base in this crucial state.",Donald Trump,Pennsylvania,0,0,0
"Harris is pushing hard on this front, but she's facing some challenges too.",Kamala Harris,Pennsylvania,0,1,0
"Added Chapter Harris is also focusing on economic policies, aiming to boost job creation and support small businesses.",Kamala Harris,Pennsylvania,0,1,1
"She believes that by strengthening the economy, she can win over undecided voters who are concerned about their financial future.",Kamala Harris,Pennsylvania,1,1,1
"Additionally, Harris is making a strong push to connect with younger voters, emphasizing the importance of education and student loan forgiveness.",Kamala Harris,Pennsylvania,1,1,1
"On the other hand, Trump is doubling down on his promise to bring back manufacturing jobs to Pennsylvania.",Donald Trump,Pennsylvania,0,1,1
He's focusing on trade policies that he claims will benefit American workers and revitalize the industrial sector.,Donald Trump,Pennsylvania,0,1,1
"Trump is also making a concerted effort to appeal to veterans, promising better health care and support for those who have served.",Donald Trump,Pennsylvania,1,1,1
"And we know Trump is about, look, he's a great here going through this, he's doing it because he l and I love the fact that h that.",Donald Trump,Pennsylvania,0,1,1
"Rain or shine, they showed up for President Trump tonight in Western Pennsylvania and it was pouring rain.",Donald Trump,Pennsylvania,0,0,0
"Trump's GOP approval in Pennsylvania, 77 percent, how long is Trump's endorsement good for, and I guess the answer is till it's not, right: yes, that is the answer.",Donald Trump,Pennsylvania,0,1,0
"Yeah, and so much of that, at least for Trump and Trump supporters, depending on the state, is how much you'll buy into the 2020 was rigged and President Trump actually won and it was stolen from him, something that Democrats just love getting Republican primary candidates to say so they can run against it.",Donald Trump,Pennsylvania,-1,0,-1
I believe so strongly that a second Trump term would be a huge risk for America and dangerous.,Donald Trump,Pennsylvania,-1,-1,-1
She sort of stepped up.,Kamala Harris,Pennsylvania,1,0,0
"She had a really sort of burst of momentum, you know, through her coalescing that support through the DNC, the Democratic National Convention, where she officially took officially became the nominee through the debate.",Kamala Harris,Pennsylvania,1,1,1
"I mean, she's clearly trying to do something to shake the race up.",Kamala Harris,Pennsylvania,0,1,0
"When Joe Biden dropped out of the race, Donald Trump led him by 4.5% in the state of Pennsylvania.",Donald Trump,Pennsylvania,0,0,0
"And Pennsylvania alongside many other battleground states has seen quite significant shifts in favor of the Democratic contender now, Kamala Harris.",Kamala Harris,Pennsylvania,0,1,0
"And now that she has Governor Tim Walsom in the ticket, we have yet to see any Pennsylvania polls yet, but I do imagine that will offer a bump to Kamala Harris, even if marginal, any bump will help her, given that now in the most recent polls, she's either leading or tied in this state.",Kamala Harris,Pennsylvania,1,1,1
"And so Pennsylvania now turning into a state where Kamala Harris is either up, or according to this Republican pollster, I think that is the most really impactful part of this all, is that Republican pollsters and polls sponsored by the GOP typically come back with more favorable results.",Kamala Harris,Pennsylvania,0,1,1
And so you will find that this Democratic sponsored poll probably is misleading in the sense that Kamala Harris is probably not up four points in Pennsylvania.,Kamala Harris,Pennsylvania,-1,-1,-1
