Sentence,Presidential_Candidate,State
"It means that you're already at a majority and that people just moving over narrowly between now and the election can put you over that majority denying any chance that Donald Trump would win by a plurality, vote splitting, whatever it might be.",Donald Trump,Pennsylvania
"These are defining numbers that are very, very positive for Kamala Harris.",Kamala Harris,Pennsylvania
"But absolutely explains why people, you know, choosing someone like Tim Walz was a good choice, why Kamala Harris being the replacement nominee for it was a good choice.",Kamala Harris,Pennsylvania
"So before this poll was released, Harris was up by one point on average.",Kamala Harris,Pennsylvania
"0.9 percent lead for Kamala Harris, that will undoubtedly jump up.",Kamala Harris,Pennsylvania
"And in Michigan, Kamala Harris ahead by two, again, New York Times and Sienna College poll not included on this average here, point being a two-point lead then will likely turn into three-point lead.",Kamala Harris,Pennsylvania
"Right now, the unfavorability numbers are just 5.6 percent higher than the favorability rating numbers, which is a massive, massive turnaround for Kamala Harris from where she was before.",Kamala Harris,Pennsylvania
"For the entire duration of the presidency, with the exception of this honeymoon period, from January 2021 to July 2021, Kamala Harris has been disapproved of quite tremendously.",Kamala Harris,Pennsylvania
More and more people started to dislike Kamala Harris.,Kamala Harris,Pennsylvania
"It started to get worse, negative double digits approval throughout nearly the entirety of her vice presidency, and it really didn't get better.",Kamala Harris,Pennsylvania
"The majority of the nation had an unfavorable view of Kamala Harris, roughly a third of the nation, just a third, had a favorable view of Kamala Harris.",Kamala Harris,Pennsylvania
"And so to see this massive, massive overturn from where it was before, again, day of the dropout, we saw Kamala Harris down nearly 20 points nationally.",Kamala Harris,Pennsylvania
"Today, she is down just five.",Kamala Harris,Pennsylvania
And 43 percent of the nation has a favorable view of Kamala Harris that is the highest it has been since July 20th of 2021.,Kamala Harris,Pennsylvania
"So massive, massive gains here, sorry, July 2021, not July 20th, massive gains for Kamala Harris and overall approval, and so being down again, 5.6 percent also means that the unfavorability rating has now dropped below 50 percent, meaning the majority of the nation no longer views Kamala Harris as unfavorable.",Kamala Harris,Pennsylvania
What you're seeing here is that 8.2 percent more people have an unfair 8.2 percent delta between the unfavorable and favorable numbers for Donald Trump.,Donald Trump,Pennsylvania
It's getting better for Kamala Harris.,Kamala Harris,Pennsylvania
"You can see when it was a Biden versus Trump rematch, we saw that Biden was down nationally, two, three points on average.",Donald Trump,Pennsylvania
"Today, she's up by two.",Kamala Harris,Pennsylvania
She spoke directly to the people.,Kamala Harris,Pennsylvania
She had the ability to reshape the way that Americans viewed her.,Kamala Harris,Pennsylvania
"And it worked, and by the time we reached the election, she became someone with a positive approval rating.",Kamala Harris,Pennsylvania
"And based on what we are seeing right now, it is very possible that she is turning it around as well.",Kamala Harris,Pennsylvania
There are so many different metric points that tell us right now Kamala Harris is in fact turning around this election and the New York Times poll today only affirms that point even more.,Kamala Harris,Pennsylvania
And so they also published an article talking about the worst three weeks of Donald Trump's 2024 campaign.,Donald Trump,Pennsylvania
"I mean, Donald Trump had a very, very, very large amount of momentum going into Joe Biden dropping out.",Donald Trump,Pennsylvania
"There was so much around him, the assassination attempt, JD Vance announcement, the RNC had passed.",Donald Trump,Pennsylvania
And so it looked like Donald Trump was unbeatable that this election would be one and done.,Donald Trump,Pennsylvania
"And since then, it has been the worst three weeks of Donald Trump's 2024 campaign.",Donald Trump,Pennsylvania
"And that is resonating with voters, jD Vance and Donald Trump, on the other hand, really aren't.",Donald Trump,Pennsylvania
"I mean, we've talked about how JD Vance was probably the worst pick that Donald Trump could have done for Vice President.",Donald Trump,Pennsylvania
"But but to that point, JD Vance is unpopular, so he doesn't provide a balance to Donald Trump.",Donald Trump,Pennsylvania
"But now not only is he not doing any harm, he's doing a lot of good for the Kamala Harris campaign.",Kamala Harris,Pennsylvania
"And so they also found that amongst voter demographics, Kamala Harris performed better than Biden did with key Democratic coalitions, doing better amongst black voters in these swing states and younger voters, and also gaining ground with older voters that can explain why Kamala Harris is ahead by four points when Biden only won Wisconsin by one, or Pennsylvania by one, or Michigan by three.",Kamala Harris,Pennsylvania
"There are a lot of reasons to believe that Bob Casey is in a position where he could help Kamala Harris, that Tammy Baldwin is in a position where she could help Kamala Harris.",Kamala Harris,Pennsylvania
"She's actually performing roughly even with where Kamala Harris is, but that's an open race, and it's not a popular incumbent and a lesser known name than you know, how Senator Tim Baldwin is taking Wisconsin and Senator Bob Casey in his state of Pennsylvania.",Kamala Harris,Pennsylvania
"And that's actually good news for Donald Trump's campaign, because it means this election is by no means over.",Donald Trump,Pennsylvania
"And right now, every data point is suggesting that Kamala Harris is taking it out of the park.",Kamala Harris,Pennsylvania
"She's doing really well, hitting it out of the park.",Kamala Harris,Pennsylvania
"The Trump hat, but here's the full video, uh, and the full context.",Donald Trump,Pennsylvania
"All right, pause, okay, so now, once you see that, I think it's clear, like secretly right now, Kamala Harris is screaming after her fifth glass of Chardonnay into a pillow right now, screaming at the top of her lungs.",Kamala Harris,Pennsylvania
"It's ironic because Obama definitely hates Biden and now Biden, I think definitely hates Kamala.",Kamala Harris,Pennsylvania
"Hey Joe, how many times have you seen Jill Biden give a speech about Kamala: no, never.",Kamala Harris,Pennsylvania
Donald Trump had a four point lead there.,Donald Trump,Pennsylvania
Now it's basically tied Harris with a small margin there.,Kamala Harris,Pennsylvania
Those are voters that Donald Trump hasn't had great success with.,Donald Trump,Pennsylvania
"So it's just two states, they essentially have to win to do this.",Kamala Harris,Pennsylvania
"So again, that's a state where you're gonna see the Harris campaign put a lot of effort into playing defense.",Kamala Harris,Pennsylvania
Democratic presidential candidate Kamala Harris has picked a governor as her running mate.,Kamala Harris,Pennsylvania
"Shapiro for his part says he's grateful to have had the opportunity to speak with Harris about her vision for the campaign ahead, but is excited to continue working to deliver results for Pennsylvanians as governor.",Kamala Harris,Pennsylvania
"She was seen talking, even hugging, a lot of voters there inside those stores.",Kamala Harris,Pennsylvania
She's there because she wants to boost her platform of small businesses.,Kamala Harris,Pennsylvania
"Trump, meanwhile, you can see him right here behind us, behind bulletproof glass.",Donald Trump,Pennsylvania
How is Harris getting ready for this: this is a crucial state in Pennsylvania for the November election.,Kamala Harris,Pennsylvania
"And in part, that's why you've seen Vice President Harris here in downtown Pittsburgh since last Thursday preparing for the debate.",Kamala Harris,Pennsylvania
"They have an advisor playing the role of former President Trump during their mock debates, even dressing up as him.",Donald Trump,Pennsylvania
And sources also tell CBS News that they are using full on debate television lights as they prepare and as Harris prepares her answers for tomorrow night.,Kamala Harris,Pennsylvania
"And then she is coming back here to Pennsylvania, but on the other side of the state, the eastern part of the state near Scranton Wilkes Bar on Friday, showing that they are ready to get back onto the trail after this debate tomorrow.",Kamala Harris,Pennsylvania
"Yeah, we're showing video just a second ago of Harris having a walk with Doug M. Hoff, asked if she's ready, she said, I'm ready.",Kamala Harris,Pennsylvania
"So we'll see exactly how those fears play out, but this engagement with younger voters and specifically going to events like the UFC and things like that is really what the Trump campaign wants to have their posture be going forward for these younger voters to dissuade them of some of those concerns.",Donald Trump,Pennsylvania
