Sentence,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
"And we saw this in our polling this week, which our Detroit News, WDIV poll shows Trump with just a narrow one point lead, well within the margin of error.",Donald Trump,Michigan,0,-1,0
"I'm still undecided, do you like Donald Trump: yeah.",Donald Trump,Michigan,1,1,1
"He's like fighter, fighter man.",Donald Trump,Michigan,1,1,1
What's Donald Trump's answer to the Gaza war: he is a convenient line for both sides.,Donald Trump,Michigan,1,-1,1
"And he loves telling Michigan's voters all about his daughter Tiffany's new Arab husband, Michael Bulos, the son of a Lebanese billionaire.",Donald Trump,Michigan,1,1,1
We like him.,Donald Trump,Michigan,1,1,1
"The last time he was president, he banned Muslims from coming into the US from six different Muslim countries.",Donald Trump,Michigan,-1,-1,-1
So he said a lot and done less.,Donald Trump,Michigan,-1,0,-1
"Again, he's coming from a business perspective.",Donald Trump,Michigan,0,0,0
"I wouldn't really believe he would do that as much like, you know, he's just saying it to back outskipping.",Donald Trump,Michigan,-1,1,-1
"And this is not really one of his goals, so to summarise, you're going to vote for Trump because he's not going to do precisely what he says he's going to do.",Donald Trump,Michigan,-1,0,-1
And now the Trump campaign is practically making Michigan its second home.,Donald Trump,Michigan,1,0,1
"Hillary Clinton was ahead in the polls in 2016 until she wasn't, until President Trump recognized how important Michigan was and camped out in Michigan in the final days.",Donald Trump,Michigan,1,1,1
President Trump understands how important Michigan is.,Donald Trump,Michigan,1,1,1
And he's focused on fixing America starting right here in the center of the electoral universe right here in Michigan.,Donald Trump,Michigan,1,1,1
"He's starting in Macomb County, spreading through Michigan.",Donald Trump,Michigan,1,0,0
"They thought there was a chance and they're not going to spend two billion dollars on building a plant and then have, you know, Trump get elected and put two hundred percent.",Donald Trump,Michigan,1,1,1
Trump is sitting plus eight when you combine all the battleground states and all their polling.,Donald Trump,Michigan,1,-1,1
We like that Trump is up eight when you combine the battlegrounds.,Donald Trump,Michigan,1,1,1
Trump is the ultimate closer.,Donald Trump,Michigan,1,0,1
Now Trump's down to plus point six and you've got liberals left and right.,Donald Trump,Michigan,0,0,0
"They also, yeah, they got it tied.",Donald Trump,Michigan,0,0,0
"Now Trump's plus point one, he's obviously pulling a lot better.",Donald Trump,Michigan,1,1,1
"Holy crap, trump went up from 60 was 66 down to 61 back up to 63.",Donald Trump,Michigan,0,-1,0
"It's Trump's leading all these swing states if Trump's up eight, but they combine them, it's like, why see, why are we combining these: this doesn't make any sense.",Donald Trump,Michigan,1,1,1
We've got Nate Silver now finally admitting that Trump's going to win.,Donald Trump,Michigan,1,1,1
"It was inevitable, he said, quote, My gut says Donald Trump.",Donald Trump,Michigan,1,0,1
So he's saying that Trump's barely going to win.,Donald Trump,Michigan,1,1,1
"More likely than not, all the top experts have come together and said Trump probably two and a half point victory in Michigan, probably about a two point victory in Wisconsin and like a three point two victory in Pennsylvania with the Elon Musk factor and everything and all the free speech and all the threats and all the assault against Trump and the assassination attempt and all it all comes together in Pennsylvania.",Donald Trump,Michigan,1,-1,1
And Trump probably wins by around three point two.,Donald Trump,Michigan,1,1,1
"How big of a lead does he have: well, it's a tiny lead right now.",Donald Trump,Michigan,1,1,1
"Trump won with 47.8, so Michigan is always tight.",Donald Trump,Michigan,1,1,1
"And right now, with 11 months to go, Trump is ahead in Michigan.",Donald Trump,Michigan,1,0,1
"And I mean, it's hard to know for sure, but directionally, it does look like Trump is starting to get more sort of oomph with the auto workers.",Donald Trump,Michigan,1,1,1
"And that's what they're going to vote on, Donald Trump's policies.",Donald Trump,Michigan,1,0,1
And Trump does really well with sort of his populist message.,Donald Trump,Michigan,1,1,1
And they are thinking about a pre-COVID world when Donald Trump was running the country.,Donald Trump,Michigan,1,0,1
Then you have the rural areas where Trump has a tremendous amount of support.,Donald Trump,Michigan,1,1,1
Trump won the election.,Donald Trump,Michigan,1,1,1
But it's why we don't need the Trump strategy of tax cuts for the rich and import taxes for the rest of us.,Donald Trump,Michigan,-1,1,-1
"So we're seeing an independent split here among these independent voters, Trump slightly winning these voters 47 to 45.",Donald Trump,Michigan,1,1,1
And it might be better to phrase that as Rogers is really underperforming Trump.,Donald Trump,Michigan,-1,1,-1
"So you can kind of see how some of these independent voters may prefer a Trump approach to some of these issues, the economy and immigration, those being winning issues for Donald Trump across the swing states.",Donald Trump,Michigan,1,1,1
"I'm excited and proud to be from this community, and we're excited to have President Trump here today.",Donald Trump,Michigan,1,1,1
"But I think the enthusiasm and the interest in people coming here to see President Trump shows the capture that he has with people, especially in small towns throughout our country, but really here in Michigan, which ranks as certainly probably the top or top one or two most competitive swing state in the country.",Donald Trump,Michigan,1,1,1
He's willing to go out and engage with members of the media.,Donald Trump,Michigan,1,1,1
He's willing to engage with members of the public.,Donald Trump,Michigan,1,1,1
"The same really isn't true, i mean, you've got all these people who used to work for Trump when he was president, coming out against him.",Donald Trump,Michigan,-1,-1,-1
"These are the 2016 margins of victory, the key states, and how many votes Jill Stein got back then when Donald Trump won 50,000, 30,000, almost 50,000 with Michigan being the top at 51-4.",Donald Trump,Michigan,0,1,0
"Absolutely, Connell, a vote for Jill Stein is a vote for Donald Trump.",Donald Trump,Michigan,-1,0,0
Staying home is a vote for Donald Trump.,Donald Trump,Michigan,-1,0,0
"Of course, the election is on November 5, and it appears that Donald Trump has turned the dial his way just weeks out from the US election.",Donald Trump,Michigan,1,0,1
"Steph, is that the way that you're reading it at the moment, that the dial has turned slightly to Donald Trump: he has certainly made some ground in some of the key battleground states that he would have to win in November to win the electoral college, specifically in Michigan and Wisconsin.",Donald Trump,Michigan,1,1,1
A continual problem for Donald Trump has been his inability to attack properly the vice president. He still doesn't seem to have got that right at this point.,Donald Trump,Michigan,-1,-1,-1
We'll see whether he ends up caving and deciding he wants to kind of go at it again and maybe reclaim some of his debating skills there and try again and convince American people that he's the person they should be voting for.,Donald Trump,Michigan,0,1,0
Trump might only lose the popular vote by around one.,Donald Trump,Michigan,-1,0,-1
"Now you're down by 1.8, if the election finished and there was zero error on the popular vote to where Trump lost it by 1.8, that would very likely be an electoral college victory for Trump.",Donald Trump,Michigan,1,-1,1
"He might only lose it this cycle by 21, 22.",Donald Trump,Michigan,0,-1,0
"The polls are getting very, very close, but the betting is what Trump is, is doing really well.",Donald Trump,Michigan,1,1,1
I do like where Trump is at this point.,Donald Trump,Michigan,1,1,1
He was up around two points.,Donald Trump,Michigan,1,0,1
This is another state where Trump getting that wall street journal poll really helps him out.,Donald Trump,Michigan,1,1,1
But I do think Trump is probably going to win the state by around point four to point five.,Donald Trump,Michigan,1,1,1
"Even if Trump loses it, you're talking about 306 electoral votes versus 312.",Donald Trump,Michigan,0,-1,0
"If he's able to sweep all the other swing states, it's not that big of a deal.",Donald Trump,Michigan,0,0,0
"But you get that Trump plus six liberals could say, well, that's an outlier.",Donald Trump,Michigan,0,1,0
"Certainly by a bigger margin than Michigan, we did get a Quinnipiac poll that had Trump plus two in 2020.",Donald Trump,Michigan,1,1,1
He ended up only winning by point three.,Donald Trump,Michigan,0,1,1
"When you look at the data, you move on to Michigan, Trump sitting plus point nine.",Donald Trump,Michigan,1,0,1
You're getting Jill Stein possibly helping Trump out Jill Stein winning the Muslim vote.,Donald Trump,Michigan,1,1,1
They've got Trump plus two.,Donald Trump,Michigan,1,0,1
Quinnipiac has Trump plus four.,Donald Trump,Michigan,1,0,1
Trump won Michigan in 2016.,Donald Trump,Michigan,1,1,1
"Pretty crazy there, again, another state where it seems like the data would check out based off of the previous Trump elections to where Trump is sitting in a very, very good spot in Michigan because you could say he's up by a point.",Donald Trump,Michigan,1,1,1
"But Trump sitting plus point one, basically 50 50.",Donald Trump,Michigan,0,0,0
